created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count
6/19/2019 17:15,85,A lot of old vehicle are dumped in front of Innovative Aquafront...,A lot of old vehicle are dumped in front of Innovative Aquafront apartment. some of them are blocking drivable road as well.,155,10,"Innovative Aqua Front, Lake View Road, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka, India",NULL,12.971865,77.688903,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
6/20/2019 18:00,85,Clearance of garbage,6 feet height of garbage dumped in a government land which was allotted for garden/park,155,10,"Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near ragam mega store,12.9629354,77.7122996,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
6/23/2019 22:11,85,Roads are worst,Roads are highly damage. They are worse and all the  vehicles are getting stuck. Kindly take this request on urgent basis and resolve as soon as possible.,343,10,"2Nd Cross Rd, Sri Nivasa Reddy Layout, Aecs Layout, Brookefield, Bengaluru, Karnataka 560037, India",Aecs A block,12.9656142,77.7119981,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Construction Of Roadside Drains,BBMP,On-the-Job,1
6/25/2019 9:25,85,"Very bad damaged roads in front of Sri Udupi Park, next to Kesar...","Very bad damaged roads in front of Sri Udupi Park, next to Kesar restaurant in AECS layout main road.",67,10,"611, C Block, Aecs Layout - C Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.96480301,77.71727196,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
6/25/2019 9:40,85,Open defecation and drain causing lot of disease like dengue etc...,Open defecation and drain causing lot of disease like dengue etc to people in this locality,155,10,"Kalyani Platina Entrance Road, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",NULL,12.96973586,77.71931827,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,3
6/28/2019 13:06,85,Zebra crossing padestrain crossing light,"We have one concerns opposite to Bren unity it's become accident prone area...Very difficult to cross the raod to pick school kids...

We want one small size speed breaker..
Padestrain crossing system",374,5,"Chinnapanahalli Main Rd, Dodda Nekkundi Extension, Marathahalli, Bengaluru, Karnataka 560037, India",Near 9th cross,12.9706559,77.7062394,Dodda Nekkundi,21,Traffic and Road Safety,Installation Of Traffic or Pedestrain Lights,BTP,Closed,1
6/29/2019 12:59,85,Water leaking from either drain or pipeline next to Ganesh Bhavan...,Water leaking from either drain or pipeline next to Ganesh Bhavan Restaurant,88,2,"Hotel Ganesh Bhavan, 1St Main Road, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9634568,77.709169,Dodda Nekkundi,23,Water Supply and Services,Stop Water Leakage,BWSSB,Open,0
07-05-2019 21:55,85,No street lamp working from last 2 weeks,Street Lamp is not working from past 2~3 weeks on the road to Brigade Lakefront from Metro station (next to Arratt apartment),62,10,"5A, Seetharampalya, Hoodi, Bengaluru, Karnataka 560048, India","Arratt Apartment road, Graphite India junction",12.97890956,77.70997951,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
07-06-2019 20:44,85,Pot hole at Kundalahalli Signal from last 3 years,Pot hole at Kundalahalli Signal from last 3 years,66,10,"Kundalahalli Gate, Varthur Road, Beml Layout, Brookefield, Bengaluru, Karnataka, India",NULL,12.9559144,77.7156705,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,4
07-09-2019 10:44,85,Water leakage continues near Ganesh Bhavan Hotel on AECS layout m...,Water leakage continues near Ganesh Bhavan Hotel on AECS layout main road,88,2,"552, 4Th Main Rd, Aecs Layout - D Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9633381,77.7087748,Dodda Nekkundi,23,Water Supply and Services,Stop Water Leakage,BWSSB,Open,0
07-09-2019 19:47,85,Street light not working,Over Doddanekundi Flyover street light not working.,62,10,"Doddanekundi Flyover, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Doddanekundi Flyover,12.98125517,77.69372813,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Re-opened,4
7/16/2019 19:32,85,"Road damaged in front of Moriz, Kesar in aecs layout Kundanhalli","Road damaged in front of Moriz, Kesar in aecs layout Kundanhalli",66,10,"Thubarahalli, Thubarahalli, Brookefield, Bengaluru, Karnataka",NULL,12.9520393,77.7208853,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,5
7/16/2019 20:26,85,Street light not working,Street light not working,62,10,"Vrr Lakeview, Lake View Rd, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",NULL,12.97032178,77.68920328,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
7/19/2019 17:44,85,"Child Labour:
Children just walk into the Volvo buses, and try to...","Child Labour:
Children just walk into the Volvo buses, and try to sell their goods and keep persisting.",42,NULL,"Slv Plaza, 60 Feet Rd, Vaikuntam Layout, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9568638,77.7146249,Dodda Nekkundi,9,Others,Others,NULL,Open,1
7/20/2019 0:23,85,Street Lights Not Working,Street Lights Not Working at Doddanekundi Flyover.,62,10,"Doddanekundi Flyover, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048, India",Doddanekundi Flyover,12.9798357,77.6945903,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
7/22/2019 15:58,85,Drainage Block &amp; Mosquito Menace,"THe drainage system in front of our apartment is never cleaned and water is blocked there all the time and it is completely infected with mosquitoes. 

Many people in our apartment has got Dengue due to mosquitos. Kindly clean the drainage in front of MV Residency and kindly help us to keep a healthy environment

Also during rainy season, the water in the drainage system is overfloawing and road is getting blocked. Kindly get it cleared and cleaned

Thanking you

Mathew T Selvin",155,10,"Unnamed Road, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",MV Residency,12.965057,77.721773,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
7/24/2019 10:48,85,Water blocked in underpass,"The underpass in doddenakundi is water logged since last 3 days. It's happen everytime when it rains and generally during morning time. As there are multiple school nearby , bikes n cars carrying kids get stuck in the drain water. Even there is no footpath so that people can walk. The traffic is getting horrible day by day n today it took 1 hour to cross the jam. Please look into in an urgent basis.",415,10,"38, Shanbogh Layout, Doddanekkundi, Bengaluru, Karnataka 560048, India",Near to total mall,12.97191356,77.69539397,Dodda Nekkundi,18,Storm Water Drains,Desilting/Remove Blockage of Storm Water Drains,BBMP,On-the-Job,1
7/27/2019 17:39,85,Distrubance to public.,KLM shopping mall using the powerful lights. it is very difficult to walk or drive near marathalli bridge.,67,10,"Marathalli Bridge, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Marthalli bridge,12.9565399,77.7069614,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
7/30/2019 7:05,85,The man hole lid is broken and is an accident hazard. please fix...,The man hole lid is broken and is an accident hazard. please fix before anybody meets with an accident. this is just near to the shell petrol bunk on the service road near doddanekundi. picture. s attached,66,10,"Rainbow Children’S Hospital, Ferns City, Doddanekkundi, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9754132,77.6978502,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
08-01-2019 13:26,85,Parking unused car outside our house,"Car KA 51 ME 4988 has been parked outside our house for the last one year.  BWSSB work is going on in our road and thsi car is blocking school bus, garbage truck movement. GAIL gas connection need to be taken to our house, this car is causing problem, Could you please contact owner and move this out?.",84,5,"Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Near Ragam SuperMarket,12.9650892,77.7130151,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Open,0
08-02-2019 07:37,85,From last two days door to door pick is not happening. Got to kno...,"From last two days door to door pick is not happening. Got to know that now onward they will not get down from vehicle and we have to handover to vehicle in hand.
Is this new process or your employees started throwing tantrum ?",155,10,"Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9629354,77.7122996,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Resolved,2
08-03-2019 16:35,85,Dug up raod,Road excavated to lay the under ground cable and not filled properly.,66,10,"5, Outer Ring Rd, Brindavan Extension, Ferns City, Doddanekundi, Krishnarajapura, Bengaluru, Karnataka 560037, India",Opposite to Rainbow Hospital,12.97486208,77.69778363,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
08-04-2019 21:17,85,Request to fill Deadly potholes in mud road and tar the roads,"Hi,
I am living in lakshminarayanapura, near spice garden. There is no tar roads in this area. And also, the potholes in this mud road are very dangerous and it's even difficult to walk even in day light. Kindly fix these roads for safety of the people living in this area.

Thanks,
Nikhila",352,10,"Hemavathi Nest, 402, B-68, New, Bus Stop, Behind, Spice Garden Layout, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka 560037, India",Behind Village Restaurant Spice Garden,12.95705892,77.71032958,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,On-the-Job,1
08-09-2019 01:26,85,Cauvery water supply is very irregular. It is generally supposed...,Cauvery water supply is very irregular. It is generally supposed to be switched on every Tuesday in the weekly basis. The person keeps changing the schedule based on his comfort. Need a strict rule to be made for supply of water to be made regular as there are people solely depending on the govt supply for water,182,2,"3Rd A Cross, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka, India",NULL,12.9694037,77.6912188,Dodda Nekkundi,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
08-09-2019 01:32,85,The person comes in irregular timings and comes rarely to this cr...,The person comes in irregular timings and comes rarely to this cross whereas 3rd b cross receives waste collection more regularly.. The boy says he comes daily but you can never see him on any weekday. In a month only once the person comes to collect garbage. Sometimes only dry waste he collects during which he gives back wet wastes if we give him. This is really very bad. Because of this we need to find another way to dump the garbage making other places unclean.,340,10,"3Rd A Cross, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka, India",NULL,12.9694037,77.6912188,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Build Dry Waste Collection Centre,BBMP,Open,0
8/15/2019 19:47,85,Huge potholes in front of Udupi hotel,Huge potholes in front of Udupi hotel,66,10,"Aecs Layout Cross, Kundalahalli, Brookefield, Bengaluru, Karnataka 560037, India",NULL,12.9652982,77.718343,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
8/19/2019 19:59,85,"Street lights are not working, the road is very dark after evenin...","Street lights are not working, the road is very dark after evening and feels very dangerous to commute after dark hours",62,10,"St Baselios Orthodox Church, Outer Ring Road, Aswath Nagar, Chinnapanna Halli, Chinnapanahalli, Karnataka, India",NULL,12.9644932,77.7014323,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,2
8/20/2019 7:37,85,Damaged roads in entire area of AECS Layour,5-6 months govt. dugged our roads to fit some pipes... the roads are still in that condition only making every person's life miserable. We are not able to walk safely on the roads. This is a residential area having thousands of children and adults. Earlier also the roads were not good but now things have worsened with the pipe fitting.,66,10,"Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",Karna sree maruti homes,12.9650892,77.7130151,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
8/20/2019 10:52,85,Driving on footpath,Driving on footpath,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 10:53,85,Driving k. footpath,Driving k. footpath,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 10:54,85,Driving on footpath,Driving on footpath,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 11:00,85,Footpath driving,Footpath driving,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 11:03,85,Footpath driver,Footpath driver,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 11:04,85,Footpath driving,Footpath driving,191,5,"Cmrit College, Itpl Main Road, Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9676097,77.7138606,Dodda Nekkundi,21,Traffic and Road Safety,Riding On Footpath,BTP,Open,0
8/20/2019 19:28,85,Full of potholes and waterlogged road. rains are making it diffic...,Full of potholes and waterlogged road. rains are making it difficult to drive. pls help,67,10,"Orbis Restaurant Brookefield, B Block, Aecs Layout, Brookefield, Bengaluru, Karnataka, India",NULL,12.9649175,77.7172678,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
8/21/2019 16:40,85,"Pot hole, Road vanished","There is a big path hole due to which traffic movement is slow, The vehicals cannot take left turn easily towards graphite india circle.
Please fix this ASAP",66,10,"Itpl Rd, Kundalahalli Colony, Near Marathahalli, Bengaluru, Karnataka 560037, India","2Main road, Near Hanuman Temple.",12.9720987,77.71145954,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
8/21/2019 17:02,85,300mts strech from the main road the road is in very bad shape,"We are residing at Sumadhura Sandoval and adj to our apartment is Geethanjali apartment. The approach road from the main road (landmark 200mts from Kundanahalli junction, known as varthur main road) about 300mts is in a very bad shape. Vibgyor school , Narayana school buses take children every day on this pathetic road and it might cause injuries to the kids due to the road condition.  Other apartments in the vicinity too travel on this bumpy road. Close to 600-800 (private cars+Taxi's) also ply on this road day in and day out as this is only the approach road to get to other apartments. This road is in this state for quite few years and our request was put across to multiple govt agencies that had gone to deaf years till date. Road is in very dangerous state and causing injuries especially during Rainy season as none are aware how deep the poth holes. With this email initiative would request the BBMP/Concerned authorities to take necessary steps in laying the 300mtr stretch road which would help the public while commuting on the road. 

I would request concerned  authorities",56,10,"Varthur Rd, Vibgyor High School Rd, Kumarapalli, Gandhi Nagar, Whitefield, Bengaluru, Karnataka 560066, India",Adjacent to Shriram Samruddhi apartment lane the road is in very deteriorating state,12.9545824,77.7176333,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,On-the-Job,4
8/21/2019 19:59,85,Roads have been narrowed down because sands have been accumulated,Both sides of the road from Divyasree Techno Park to towards Lemon Tree Hotel have been narrowed down badly because sands have been accumulated as roads are not getting cleaned up regularly.,84,5,"Rd Number 3, Epip Zone, Brookefield, Bengaluru, Karnataka 560066, India",(Near Vyadehi Hospital)- Roads from Divyasree Techno Park to towards Lemon Tree,12.9715156,77.7244002,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Open,1
8/25/2019 12:26,85,"Parking on footpath - at Udupi Cafe, near Spice Garden bus stop,...","Parking on footpath - at Udupi Cafe, near Spice Garden bus stop, Varthur Rd, Marathahalli. 8:30 pm on 24Aug2019",67,10,"Southern Spice The Biriyani House, Varthur Road, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9564542,77.710178,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
8/27/2019 12:42,85,Every day there is long Traffic queues just infront of the apartment gate itself. Road is like think lane and divider has been put instead of speed breaker!,"Every day there is long Traffic queues just infront of the apartment gate itself. Road is like think lane and divider has been put instead of speed breaker!
I have been saved 3 accidents till date due to this. This is everyday torcher to take U-turn to go to another side of the divider on the thin road on huge terrific traffic.",84,5,"Opposite Gateway Super Bazar, Near Alpine Eco Apartments, Dodda Nekkundi Extension, Doddanekkundi, Bengaluru, Karnataka 560037, India",Doddanekkundi Industrial Area Rd,12.97274599,77.70103193,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Open,0
8/27/2019 22:04,85,Street light not working for more than a month now,Street light not working for more than a month now,62,10,"665, Aecs Layout - D Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9632007,77.710246,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Resolved,4
09-04-2019 22:22,85,"Condition of road is pathetic in Thubarahalli, Vibgyor School Roa...","Condition of road is pathetic in Thubarahalli, Vibgyor School Road. In front of Gayatri Ocean Blue and Shriram Samridhi Apartment. 

Daily so many people are facing challenges to even walk on this road.

Request authorities to do the needful. Atleast provide temporary solution. Thanks",67,10,"H102, Varthur Rd, Green Garden Layout, Silver Springs Layout, Munnekollal, Bengaluru, Karnataka 560066, India",NULL,12.9547296,77.7175762,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,3
09-05-2019 18:16,85,Pothole,There is a big pothole in front of Qualcomm which is there almost a month now. It's was dug up for some cable laying. It was not covered properly and post rains there is huge pothole and the road is reduced to half the original size. Everyday there are atleart,66,10,"Epip Zone, Brookefield, Bengaluru, Karnataka, India",Opposite to Qualcomm....,12.9743773,77.7151616,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
09-09-2019 08:10,85,There is so much garbage that people will die,People  will die  inhaling  the garbage smell,155,10,"Varthur Rd, Near Marathahalli Flyover, Lakshminarayana Pura, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India","Both sides of the railway track,  behind purva fountain  square",12.9584823,77.7056738,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,1
09-09-2019 08:17,85,There r no barricade towards the railway track at all,"There r no barricade towards the entire stretch,  that is why there is so much of garbage lying around on either side of the track,   right from munekalla towards white field. Its too bad",42,NULL,"Hal Old Airport Rd, Near Railway Over Bridge, Lakshminarayana Pura, Marathahalli, Bengaluru, Karnataka 560037, India","Behind purva fountain square, and toward munekallada",12.9574128,77.7055233,Dodda Nekkundi,9,Others,Others,NULL,Open,0
9/14/2019 13:17,85,Dangerous deep hole middle of road.,Dangerous deep hole middle of road.,66,10,"Cuemath Center, 1St Cross Rd, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9645774,77.7124619,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0
9/14/2019 18:10,85,No streetlights,There is no street lights from Gunjur to Sarjapura road which caused a lot of crime and illegal activity on that road. if you will come from varthur towards sarjapura road none of streetlights are working and i m surprised to see that BBMP is least bothered to change it as they are not working from years .i need swift action of BBMP to change it else it may lead to any crime as that area is fully darked and we are daily commuter of that road.,62,10,"Varthur Rd, Bengaluru, Karnataka, India",Near sani mandir-Varthur,12.9560919,77.7125719,Dodda Nekkundi,470,Streetlights,Maintenance/Repair Of Streetlights,BBMP,Re-opened,7
9/16/2019 17:37,85,BMTC busses blocking traffic after flyover creating bottleneck ev...,"BMTC busses blocking traffic after flyover creating bottleneck everyday. Bus stop is below flyover but again busses are stopping within 1km illegally at no bus stopping/parking area. Heavy traffic pileup is being caused because of this wasting publics time and money.
Please do not allow busses to stop where there is no bus stop.",84,5,"Doddanekundi Flyover, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka, India",NULL,12.9798357,77.6945903,Dodda Nekkundi,21,Traffic and Road Safety,Traffic Jams/Congestion Or Bottlenecks,BTP,Open,0
9/17/2019 20:44,85,Pothole near Thubrahalli bus stop from last 3 months but no one i...,"Pothole near Thubrahalli bus stop from last 3 months but no one is ready to fix that, someone tried recently with loose stones and is scattered around the main road causing difficulty and accident prone for bikers. Death is not only saved by traffic rules but also by proving good roads.",66,10,"Thubarahalli, Varthur Road, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka, India",NULL,12.9558327,77.7209268,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,2
9/19/2019 21:56,85,No water Supply,We have not received kaveri water from past 1 month.Request you to please check and do the needful.,182,2,"Doddanekundi, Bengaluru, Karnataka 560037, India","House No 3, Suprava Nivas, 1st A Main, 3rd B, 6th Cross, Gururaja Layout, Doddenakundi,",12.9720888,77.694364,Dodda Nekkundi,23,Water Supply and Services,Regular Water Supply,BWSSB,Open,0
9/24/2019 21:16,85,"This ks the situation of aecs layout main road , Kundalahalli, ev...","This ks the situation of aecs layout main road , Kundalahalli, every lane in Aecs layout is I. same sAme situation. kindly lay proper roads in the whole area",67,10,"Aecs Layout, Marathahalli, Bengaluru, Karnataka, India",NULL,12.9629354,77.7122996,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
9/24/2019 21:21,85,"SAP Road to Graphite India turn , kindly fix this raod","SAP Road to Graphite India turn , kindly fix this raod",67,10,"Keys Select Hotel Whitefield, Seetharampalya, Hoodi, Bengaluru, Karnataka, India",NULL,12.979409,77.710037,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
9/25/2019 9:49,85,One side road is completely gone in front of alpine eco Apartment...,One side road is completely gone in front of alpine eco Apartment doddanekundi,66,10,"Alpine Eco Apartments, Ferns City, Doddanekundi, Krishnarajapura, Bengaluru, Karnataka, India",NULL,12.9732773,77.7007715,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Resolved,3
10-02-2019 03:29,85,Garbage collector is not coming to collect garbage,"Hi BBMP ,
Garbage collector is not comt in this area peoples are suffering alot ..hardly 3 to 4 days vehicle ar coming to this area.... please help us asap",442,10,"Prakash Reddy Layout, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",80feet road next to SBI atm,12.9725068,77.6969494,Dodda Nekkundi,6,Garbage and Unsanitary Practices,Collection Of Door-to-door Garbage,BBMP,Resolved,2
10-03-2019 21:03,85,Pleaase go once and see condition of road in chinnapahalli. from...,Pleaase go once and see condition of road in chinnapahalli. from railway crossing to bren apartment full road is damaged.,67,10,"Chinnapanna Halli, Bengaluru, Karnataka, India",NULL,12.9670265,77.7047758,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
10-03-2019 22:30,85,Unnecessary brakers on road,Unnecessary brakers on road,27,4,"#18/261, 5A Cross Rd, Shanbhog Layout, Vibhutipura Extension, Doddanekundi, Doddanekkundi, Bengaluru, Karnataka 560037, India",NULL,12.9703102,77.6948362,Dodda Nekkundi,2,Crime and Safety,Eve Teasing/Public Nuisance,BCP,Open,0
10-03-2019 22:31,85,Unnecessary brakers on road,Unnecessary brakers on road,27,4,"11, 5Th Cross Rd, Gururaja Layout, Vibhutipura Extension, Doddanekundi, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.97001333,77.69468667,Dodda Nekkundi,2,Crime and Safety,Eve Teasing/Public Nuisance,BCP,Open,0
10-04-2019 19:29,85,Itpl main road and graphite India main roads are pathetic during...,"Itpl main road and graphite India main roads are pathetic during non rainy days. conditions are indescribable when it rains. why can't I get good roads in Bangalore?

 I don't think pictures are needed for this. probably just look outside your window.",67,10,"Kundalahalli Colony, Brookefield, Bengaluru, Karnataka, India",NULL,12.9689968,77.7208853,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,2
10-08-2019 23:44,85,Road which has not been repaired for last two years in Aecs layou...,"Road which has not been repaired for last two years in Aecs layout since I started working here as a employee in some company 
Below is the road address and also I have attached map :

This aecs main road must be repaired immediately 

Café Coffee Day, 518, Ground Floor, AECS Layout, KR Puram Hobli, Kundalahalli, Bengaluru, Karnataka 560037",67,10,"39, 3Rd Cross Rd, Sri Nivasa Reddy Layout, Aecs Layout, Brookefield, Bengaluru, Karnataka 560037, India",NULL,12.9653417,77.7116636,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,2
10-10-2019 15:28,85,There are very big and dangerous pathholes  that covers almost th...,There are very big and dangerous pathholes  that covers almost the road as well the road construction has not been done in my area. it should be repaired to save people from accidents.,66,10,"Vibgyor High School Road, Thubarahalli, Munnekollal, Bengaluru, Karnataka, India",NULL,12.9512451,77.7175305,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,Bruhat Bengaluru Mahanagara Palike,Resolved,5
10-10-2019 22:14,85,Water logging and dirty bad dangerous road infornt of udupi park...,Water logging and dirty bad dangerous road infornt of udupi park AECS main road,56,10,"288, 4Th Cross Rd, Aecs Layout - A Block, Aecs Layout, Marathahalli, Bengaluru, Karnataka 560037, India",NULL,12.9639782,77.7114293,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,On-the-Job,1
10-12-2019 11:34,85,"Road was completely damaged from last 1 year, no action was taken...","Road was completely damaged from last 1 year, no action was taken. Even drainage water also flowing on the road. Its big crowded place so it will problem for traveller to travel and common people to walk. 

Please refer the road and fix the drainage problem",67,10,"Orbis Restaurant Brookefield, B Block, Aecs Layout, Brookefield, Bengaluru, Karnataka, India",NULL,12.9649175,77.7172678,Dodda Nekkundi,15,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,On-the-Job,1
